fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,style
6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,6,white
7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,6,white
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,red
6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6,white
8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6,white
6.8,0.67,0.02,1.8,0.05,5,11,0.9962,3.48,0.52,9.5,5,red
5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6,white
5.8,0.24,0.44,3.5,0.029,5,109,0.9913,3.53,0.43,11.7,3,white
7.2,0.16,0.35,1.2,0.031,27,84,0.9928,3.33,0.34,9.9,5,white
7.4,0.28,0.4,11.9,0.032,13,92,0.99629,3.01,0.46,10.8,4,white
7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,5,white
7.1,0.18,0.39,15.25,0.047,45,158,0.99946,3.34,0.77,9.1,6,white
6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,5,white
6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4,6,white
6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7,white
6.1,0.28,0.25,6.9,0.056,44,201,0.9955,3.19,0.4,9.1,6,white
8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,6,red
7,0.3,0.49,4.7,0.036,17,105,0.9916,3.26,0.68,12.4,7,white
8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7,white
6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8,6,white
6.7,0.25,0.26,13.5,0.06,50,156,0.99784,3.39,0.46,9.9,6,white
7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5,white
6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6,6,white
7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5,white
5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,7,white
6.7,0.24,0.32,10.3,0.079,37,122,0.99662,3.02,0.45,8.8,5,white
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5,white
6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6,white
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,white
6.3,0.28,0.29,6.8,0.051,40,143,0.99374,3.43,0.59,11,6,white
5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,7,white
8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5,white
6.2,0.34,0.29,7.6,0.047,45,232,0.9955,3.35,0.62,10,6,white
6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5,white
6.7,0.13,0.29,5.3,0.051,31,122,0.9944,3.44,0.37,9.7,6,white
6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,5,white
5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6,white
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,white
8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,5,red
7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9,6,white
7.5,0.49,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7,5,red
6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11,6,red
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,white
6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,6,white
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,red
8,0.23,0.46,1.5,0.03,30,125,0.9907,3.23,0.47,12.5,6,white
6.6,0.31,0.28,1.4,0.035,28,107,0.98836,3,0.4,13.2,6,white
6.4,0.26,0.22,5.1,0.037,23,131,0.9944,3.29,0.32,10.1,5,white
7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5,white
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6,red
7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4,5,red
8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,white
5.6,0.28,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7,7,white
7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,5,white
8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,5,red
6.6,0.28,0.09,10.9,0.051,37,131,0.99566,2.93,0.62,9.5,6,white
7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6,white
8.2,0.4,0.44,2.8,0.089,11,43,0.9975,3.53,0.61,10.5,6,red
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,white
5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,6,white
6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5,white
5.4,0.59,0.07,7,0.045,36,147,0.9944,3.34,0.57,9.7,6,white
6.6,0.32,0.27,10.9,0.041,37,146,0.9963,3.24,0.47,10,5,white
7.8,0.3,0.4,1.8,0.028,23,122,0.9914,3.14,0.39,10.9,7,white
7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5,white
6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,6,white
6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11,6,white
11.9,0.58,0.58,1.9,0.071,5,18,0.998,3.09,0.63,10,6,red
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,white
6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5,white
7.2,0.43,0.24,6.7,0.058,40,163,0.995,3.2,0.41,9.9,5,white
6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,5,white
7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6,white
7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,white
9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6,red
7.2,0.2,0.31,10,0.054,49,165,0.997,3.4,0.42,9.9,6,white
6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5,6,white
8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5,7,white
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,red
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6,red
6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6,8,white
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6,red
5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5,white
7.1,0.38,0.42,11.8,0.041,32,193,0.99624,3.04,0.49,10,6,white
6.8,0.64,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,4,white
7.3,0.58,0.3,2.4,0.074,15,55,0.9968,3.46,0.59,10.2,5,red
6.6,0.22,0.37,15.4,0.035,62,153,0.99845,3.02,0.4,9.3,5,white
4.8,0.34,0,6.5,0.028,33,163,0.9939,3.36,0.61,9.9,6,white
6.4,0.23,0.26,8.1,0.054,47,181,0.9954,3.12,0.49,9.4,5,white
6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1,5,white
6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5,white
6.8,0.28,0.44,11.5,0.04,58,223,0.9969,3.22,0.56,9.5,5,white
8.5,0.25,0.31,2.8,0.032,11,61,0.99189,3.06,0.44,11.5,6,white
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,white
5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,6,white
6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5,white
6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6,5,white
6.6,0.32,0.24,1.3,0.06,42.5,204,0.99512,3.59,0.51,9.2,5,white
6,0.17,0.29,5,0.028,25,108,0.99076,3.14,0.34,12.3,6,white
7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,6,white
7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,4,white
8.4,0.6,0.1,2.2,0.085,14,111,0.9964,3.15,0.66,9.8,5,red
7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,6,white
6.8,0.2,0.27,1.2,0.034,19,68,0.9902,3.14,0.37,11.7,4,white
6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8,white
7.3,0.3,0.22,6.4,0.056,44,168,0.9947,3.13,0.35,10.1,6,white
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,red
7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,5,red
6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5,white
6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6,white
8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5,white
6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5,white
7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,8,red
7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,5,red
8,0.43,0.4,12.4,0.168,29,190,0.9991,3.07,0.64,9.2,5,white
8.3,0.21,0.58,17.1,0.049,62,213,1.0006,3.01,0.51,9.3,6,white
5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,6,white
6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,5,white
6.8,0.15,0.32,8.8,0.058,24,110,0.9972,3.4,0.4,8.8,6,white
7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6,white
5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,7,white
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,white
6.8,0.24,0.34,2.7,0.047,64.5,218.5,0.9934,3.3,0.58,9.7,6,white
5.6,0.23,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,6,white
6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10,5,white
6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,white
7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,6,white
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,red
6.8,0.23,0.3,1.7,0.043,19,95,0.99207,3.17,0.46,10.7,7,white
9.5,0.37,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5,5,red
6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6,white
8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,5,red
7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6,white
6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,white
6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5,white
7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,6,white
5.6,0.18,0.29,2.3,0.04,5,47,0.99126,3.07,0.45,10.1,4,white
8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,5,red
6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5,white
6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,5,white
8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11,3,white
6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,4,red
8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6,white
6.2,0.35,0.29,3.9,0.041,22,79,0.99005,3.1,0.59,12.06666667,6,white
7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,6,white
6.5,0.5,0.22,4.1,0.036,35,131,0.9902,3.26,0.55,13,7,white
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,white
8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,6,white
6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7,white
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,5,red
5.2,0.37,0.33,1.2,0.028,13,81,0.9902,3.37,0.38,11.7,6,white
9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,5,red
13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,5,red
6.4,0.24,0.29,1,0.038,18,122,0.9906,3.3,0.42,11.5,5,white
5.7,0.24,0.3,1.3,0.03,25,98,0.98968,3.37,0.43,12.4,7,white
7.9,0.46,0.4,10.1,0.168,19,184,0.99782,3.06,0.62,9.5,5,white
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,white
7.9,0.28,0.32,3.6,0.038,9,76,0.992,3.05,0.31,11.7,4,white
7,0.36,0.3,5,0.04,40,143,0.99173,3.33,0.42,12.2,7,white
5.8,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,5,white
6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3,7,white
6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7,white
9.8,0.36,0.45,1.6,0.042,11,124,0.9944,2.93,0.46,10.8,5,white
6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,5,white
6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,6,white
9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1,6,white
7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,5,white
6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5,white
6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,7,white
11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,5,red
6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,6,white
6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,white
7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,5,white
8.2,0.21,0.32,10.65,0.053,53,145,0.9972,3.17,0.48,10.2,6,white
6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5,5,white
10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,5,red
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,red
7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,5,red
5.8,0.36,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,6,white
7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,5,red
7.4,0.34,0.42,1.1,0.033,17,171,0.9917,3.12,0.53,11.3,6,white
5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7,white
5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55,6,white
6.9,0.36,0.28,13.55,0.048,51,189,0.99782,3,0.6,9.5,7,white
8.1,0.27,0.41,1.45,0.033,11,63,0.9908,2.99,0.56,12,5,white
7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,6,red
7,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8,6,white
7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5,white
8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,5,red
5.3,0.3,0.16,4.2,0.029,37,100,0.9905,3.3,0.36,11.8,8,white
7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2,6,white
5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6,7,white
6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7,7,white
5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6,white
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,5,red
5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,6,white
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,red
7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,6,white
6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,5,white
10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,4,red
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7,white
7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,6,white
8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,6,red
6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7,5,white
6,0.35,0.46,0.9,0.033,9,65,0.98934,3.24,0.35,12.1,4,white
6.5,0.32,0.45,7.7,0.022,31,97,0.99134,3.2,0.7,12.7,7,white
6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,7,red
7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6,white
8.2,0.23,0.49,0.9,0.057,15,73,0.9928,3.07,0.38,10.4,6,white
8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,white
5.9,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,5,white
8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,7,white
6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,7,white
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7,white
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,red
6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,5,white
6.9,0.34,0.36,1.4,0.032,13,145,0.99214,3.07,0.52,9.8,5,white
9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,7,red
8.8,0.33,0.44,6.35,0.024,9,87,0.9917,2.96,0.4,12.6,7,white
8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,5,red
6,0.26,0.29,1,0.032,27,96,0.9896,3.38,0.44,12.3,6,white
7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7,5,white
8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6,white
7.8,0.5,0.3,1.9,0.075,8,22,0.9959,3.31,0.56,10.4,6,red
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,7,red
5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,6,red
7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5,white
6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6,white
6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,6,white
6.4,0.5,0.16,12.9,0.042,26,138,0.9974,3.28,0.33,9,5,white
7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,6,red
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6,white
7.9,0.16,0.74,17.85,0.037,52,187,0.9998,2.99,0.41,9.3,5,white
10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,5,red
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,red
7.9,0.5,0.33,2,0.084,15,143,0.9968,3.2,0.55,9.5,5,red
7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6,white
6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,6,white
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6,red
6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2,6,white
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,white
7.6,0.51,0.15,2.8,0.11,33,73,0.9955,3.17,0.63,10.2,6,red
6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6,white
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,6,red
6.2,0.26,0.19,3.4,0.049,47,172,0.9924,3.14,0.43,10.4,6,white
7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,white
6.2,0.16,0.54,1.4,0.126,37,110,0.9932,3.23,0.37,8.9,6,white
7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,6,white
7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,white
6.9,0.17,0.25,1.6,0.047,34,132,0.9914,3.16,0.48,11.4,5,white
8.5,0.44,0.5,1.9,0.369,15,38,0.99634,3.01,1.1,9.4,5,red
6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,5,white
6.7,0.2,0.42,14,0.038,83,160,0.9987,3.16,0.5,9.4,6,white
6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7,white
5.7,0.36,0.34,4.2,0.026,21,77,0.9907,3.41,0.45,11.9,6,white
6.8,0.32,0.43,1.6,0.05,4,65,0.99346,3.27,0.47,10.7,5,white
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,red
7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,5,white
10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,red
7.4,0.29,0.48,12.8,0.037,61.5,182,0.99808,3.02,0.34,8.8,5,white
